Player Name,Nation,Position,Age,Matches Played,Playing Time_Starts,Minutes Played,Yellow Cards,Red Cards,Goals,Assists,Goals+Assists,xG,xAG,npxG + xAG,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_xG,Per 90 Minutes_xAG,Team,League_Previous_Season
Romain Esse,eng ENG,MF,19.0,7.0,1,138.0,0.0,0.0,1.0,1.0,2.0,0.3,0.4,0.7,0.65,0.65,1.3,0.21,0.27,Crystal-Palace,English Premier League
Odsonne Édouard,fr FRA,"MF,FW",26.0,2.0,1,115.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.31,0.04,Crystal-Palace,English Premier League
Joachim Andersen,dk DEN,DF,28.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,Crystal-Palace,English Premier League
Chadi Riad,ma MAR,DF,21.0,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace,English Premier League
Joel Ward,eng ENG,DF,34.0,2.0,1,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,Crystal-Palace,English Premier League
Jeffrey Schlupp,gh GHA,"MF,DF",31.0,12.0,0,103.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.14,0.14,Crystal-Palace,English Premier League
Matheus França,br BRA,"MF,FW",20.0,4.0,0,55.0,0.0,0.0,1.0,0.0,1.0,0.3,0.0,0.3,1.64,0.0,1.64,0.42,0.0,Crystal-Palace,English Premier League
Jordan Ayew,gh GHA,"FW,MF",32.0,1.0,0,21.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,1.96,0.21,Crystal-Palace,English Premier League
Caleb Kporha,eng ENG,DF,18.0,2.0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crystal-Palace,English Premier League
Asher Agbinone,eng ENG,MF,18.0,2.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.29,0.5,Crystal-Palace,English Premier League
Jordan Pickford,eng ENG,GK,30.0,38.0,38,3420.0,7.0,0.0,0.0,1.0,1.0,0.0,0.4,0.4,0.0,0.03,0.03,0.0,0.01,Everton,English Premier League
Vitaliy Mykolenko,ua UKR,DF,25.0,35.0,35,3082.0,4.0,0.0,1.0,2.0,3.0,0.5,2.6,3.1,0.03,0.06,0.09,0.01,0.08,Everton,English Premier League
Idrissa Gana Gueye,sn SEN,MF,34.0,37.0,35,3063.0,9.0,0.0,0.0,3.0,3.0,1.1,1.7,2.8,0.0,0.09,0.09,0.03,0.05,Everton,English Premier League
James Tarkowski,eng ENG,DF,31.0,33.0,33,2922.0,6.0,0.0,1.0,1.0,2.0,1.3,2.9,4.2,0.03,0.03,0.06,0.04,0.09,Everton,English Premier League
Abdoulaye Doucouré,ml MLI,MF,31.0,33.0,31,2564.0,5.0,1.0,3.0,2.0,5.0,4.1,2.4,6.6,0.11,0.07,0.18,0.15,0.09,Everton,English Premier League
Iliman Ndiaye,sn SEN,FW,24.0,33.0,29,2430.0,3.0,0.0,9.0,0.0,9.0,6.2,1.9,6.5,0.33,0.0,0.33,0.23,0.07,Everton,English Premier League
Jarrad Branthwaite,eng ENG,DF,22.0,30.0,28,2511.0,4.0,0.0,0.0,1.0,1.0,1.2,0.7,1.9,0.0,0.04,0.04,0.04,0.02,Everton,English Premier League
Jack Harrison,eng ENG,FW,27.0,34.0,24,2076.0,0.0,0.0,1.0,0.0,1.0,3.5,3.7,7.2,0.04,0.0,0.04,0.15,0.16,Everton,English Premier League
Ashley Young,eng ENG,DF,39.0,32.0,19,1875.0,7.0,1.0,1.0,3.0,4.0,0.3,2.3,2.6,0.05,0.14,0.19,0.01,0.11,Everton,English Premier League
Dominic Calvert-Lewin,eng ENG,FW,27.0,26.0,19,1609.0,2.0,0.0,3.0,1.0,4.0,6.7,0.6,7.4,0.17,0.06,0.22,0.38,0.04,Everton,English Premier League
James Garner,eng ENG,"MF,DF",23.0,21.0,17,1594.0,5.0,0.0,0.0,1.0,1.0,0.7,1.4,2.1,0.0,0.06,0.06,0.04,0.08,Everton,English Premier League
Jake O'Brien,ie IRL,DF,23.0,20.0,17,1571.0,5.0,0.0,2.0,0.0,2.0,0.8,0.6,1.3,0.11,0.0,0.11,0.04,0.03,Everton,English Premier League
Beto,gw GNB,FW,26.0,30.0,15,1534.0,2.0,0.0,8.0,0.0,8.0,8.2,1.2,9.4,0.47,0.0,0.47,0.48,0.07,Everton,English Premier League
Dwight McNeil,eng ENG,"MF,FW",24.0,21.0,15,1371.0,1.0,0.0,4.0,6.0,10.0,1.1,5.2,6.3,0.26,0.39,0.66,0.07,0.34,Everton,English Premier League
Jesper Lindstrøm,dk DEN,FW,24.0,25.0,15,1239.0,2.0,0.0,0.0,1.0,1.0,2.1,2.0,4.1,0.0,0.07,0.07,0.15,0.15,Everton,English Premier League
Orel Mangala,be BEL,MF,26.0,19.0,14,1261.0,2.0,0.0,1.0,0.0,1.0,1.1,0.6,1.8,0.07,0.0,0.07,0.08,0.05,Everton,English Premier League
Michael Keane,eng ENG,DF,31.0,14.0,11,1049.0,5.0,0.0,3.0,0.0,3.0,0.6,0.1,0.7,0.26,0.0,0.26,0.05,0.01,Everton,English Premier League
Carlos Alcaraz,ar ARG,"FW,MF",21.0,15.0,7,764.0,4.0,0.0,2.0,3.0,5.0,1.7,1.6,3.4,0.24,0.35,0.59,0.2,0.19,Everton,English Premier League
Tim Iroegbunam,eng ENG,MF,21.0,18.0,5,574.0,4.0,0.0,0.0,1.0,1.0,0.2,0.2,0.4,0.0,0.16,0.16,0.04,0.03,Everton,English Premier League
Armando Broja,al ALB,FW,22.0,10.0,4,334.0,1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.03,0.05,Everton,English Premier League
Nathan Patterson,sct SCO,DF,22.0,10.0,3,347.0,1.0,0.0,0.0,1.0,1.0,0.1,0.4,0.5,0.0,0.26,0.26,0.02,0.11,Everton,English Premier League
Séamus Coleman,ie IRL,DF,35.0,5.0,3,215.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.0,0.24,0.0,Everton,English Premier League
Roman Dixon,eng ENG,DF,19.0,1.0,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,English Premier League
Harrison Armstrong,eng ENG,MF,17.0,3.0,0,48.0,1.0,0.0,0.0,0.0,0.0,0.4,0.1,0.4,0.0,0.0,0.0,0.69,0.14,Everton,English Premier League
Youssef Chermiti,pt POR,"FW,MF",20.0,4.0,0,45.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.22,0.0,Everton,English Premier League
Mason Holgate,jm JAM,"FW,DF",27.0,1.0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Everton,English Premier League
Bernd Leno,de GER,GK,32.0,38.0,38,3420.0,5.0,0.0,0.0,1.0,1.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.0,Fulham,English Premier League
Antonee Robinson,us USA,DF,26.0,36.0,35,3167.0,8.0,0.0,0.0,10.0,10.0,0.7,4.2,4.9,0.0,0.28,0.28,0.02,0.12,Fulham,English Premier League
Alex Iwobi,ng NGA,"FW,MF",28.0,38.0,35,2981.0,1.0,0.0,9.0,6.0,15.0,4.7,7.0,11.8,0.27,0.18,0.45,0.14,0.21,Fulham,English Premier League
Calvin Bassey,ng NGA,DF,24.0,35.0,34,3074.0,7.0,0.0,1.0,0.0,1.0,1.0,0.1,1.2,0.03,0.0,0.03,0.03,0.0,Fulham,English Premier League
Raúl Jiménez,mx MEX,FW,33.0,38.0,30,2494.0,4.0,0.0,12.0,3.0,15.0,12.0,3.3,12.9,0.43,0.11,0.54,0.43,0.12,Fulham,English Premier League
Joachim Andersen,dk DEN,DF,28.0,29.0,29,2583.0,6.0,1.0,0.0,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.04,0.02,Fulham,English Premier League
Saša Lukić,rs SRB,MF,27.0,30.0,28,2344.0,12.0,0.0,0.0,2.0,2.0,1.2,2.7,3.9,0.0,0.08,0.08,0.04,0.11,Fulham,English Premier League
Sander Berge,no NOR,MF,26.0,31.0,26,2224.0,6.0,0.0,0.0,0.0,0.0,0.4,0.6,1.0,0.0,0.0,0.0,0.01,0.03,Fulham,English Premier League
Emile Smith Rowe,eng ENG,MF,24.0,34.0,25,2043.0,3.0,0.0,6.0,3.0,9.0,4.5,1.4,6.0,0.26,0.13,0.4,0.2,0.06,Fulham,English Premier League
Andreas Pereira,br BRA,MF,28.0,33.0,25,2013.0,7.0,0.0,2.0,4.0,6.0,3.8,4.6,7.6,0.09,0.18,0.27,0.17,0.21,Fulham,English Premier League
Kenny Tete,nl NED,DF,28.0,22.0,21,1774.0,5.0,0.0,0.0,2.0,2.0,1.4,0.9,2.3,0.0,0.1,0.1,0.07,0.05,Fulham,English Premier League
Adama Traoré,es ESP,"FW,MF",28.0,36.0,18,1772.0,3.0,0.0,2.0,7.0,9.0,4.0,4.9,8.9,0.1,0.36,0.46,0.2,0.25,Fulham,English Premier League
Timothy Castagne,be BEL,DF,28.0,24.0,17,1649.0,1.0,0.0,0.0,1.0,1.0,0.4,1.2,1.6,0.0,0.05,0.05,0.02,0.07,Fulham,English Premier League
Issa Diop,fr FRA,DF,27.0,21.0,15,1339.0,2.0,0.0,0.0,0.0,0.0,0.5,0.1,0.6,0.0,0.0,0.0,0.04,0.01,Fulham,English Premier League
Harry Wilson,wls WAL,"FW,MF",27.0,25.0,12,1162.0,2.0,0.0,6.0,1.0,7.0,4.2,1.1,5.3,0.46,0.08,0.54,0.33,0.09,Fulham,English Premier League
Rodrigo Muniz,br BRA,FW,23.0,31.0,8,964.0,1.0,0.0,8.0,1.0,9.0,5.8,0.7,6.5,0.75,0.09,0.84,0.54,0.07,Fulham,English Premier League
Ryan Sessegnon,eng ENG,"FW,DF",24.0,16.0,7,580.0,1.0,0.0,4.0,2.0,6.0,1.6,1.1,2.7,0.62,0.31,0.93,0.25,0.17,Fulham,English Premier League
Reiss Nelson,eng ENG,FW,24.0,11.0,5,487.0,1.0,0.0,1.0,1.0,2.0,1.1,1.0,2.1,0.18,0.18,0.37,0.2,0.18,Fulham,English Premier League
Jorge Cuenca,es ESP,DF,24.0,8.0,4,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,Fulham,English Premier League
Tom Cairney,sct SCO,MF,33.0,25.0,3,628.0,3.0,1.0,2.0,0.0,2.0,0.8,1.1,1.8,0.29,0.0,0.29,0.11,0.15,Fulham,English Premier League
Willian,br BRA,"FW,MF",35.0,10.0,2,257.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,0.0,0.0,0.0,0.1,0.18,Fulham,English Premier League
Joshua King,eng ENG,MF,17.0,8.0,1,130.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.7,0.0,0.0,0.0,0.22,0.3,Fulham,English Premier League
Harrison Reed,eng ENG,MF,29.0,12.0,0,108.0,2.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.0,0.0,0.21,0.07,Fulham,English Premier League
Martial Godo,eng ENG,"FW,DF",21.0,2.0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.21,Fulham,English Premier League
Carlos Vinícius,br BRA,"MF,FW",29.0,3.0,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,Fulham,English Premier League
Jay Stansfield,eng ENG,MF,21.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fulham,English Premier League
Joe Rodon,wls WAL,DF,26.0,46.0,46,4135.0,5.0,0.0,1.0,0.0,1.0,1.2,1.1,2.4,0.02,0.0,0.02,0.03,0.02,Leeds-United,EFL Championship
Jayden Bogle,eng ENG,DF,24.0,44.0,44,3824.0,12.0,0.0,6.0,4.0,10.0,5.3,6.9,12.3,0.14,0.09,0.24,0.13,0.16,Leeds-United,EFL Championship
Brenden Aaronson,us USA,MF,23.0,46.0,43,3551.0,1.0,0.0,9.0,2.0,11.0,11.3,5.7,17.0,0.23,0.05,0.28,0.29,0.14,Leeds-United,EFL Championship
Illan Meslier,fr FRA,GK,24.0,39.0,39,3510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,Leeds-United,EFL Championship
Ao Tanaka,jp JPN,MF,25.0,43.0,37,3314.0,8.0,0.0,5.0,2.0,7.0,3.6,2.6,6.2,0.14,0.05,0.19,0.1,0.07,Leeds-United,EFL Championship
Joël Piroe,nl NED,FW,24.0,46.0,36,3080.0,2.0,0.0,19.0,7.0,26.0,16.9,4.5,20.6,0.56,0.2,0.76,0.49,0.13,Leeds-United,EFL Championship
Pascal Struijk,nl NED,DF,24.0,35.0,31,2824.0,3.0,0.0,5.0,0.0,5.0,5.9,0.5,4.0,0.16,0.0,0.16,0.19,0.02,Leeds-United,EFL Championship
Junior Firpo,do DOM,DF,27.0,32.0,30,2616.0,7.0,0.0,4.0,10.0,14.0,4.1,6.6,10.8,0.14,0.34,0.48,0.14,0.23,Leeds-United,EFL Championship
Daniel James,wls WAL,FW,26.0,36.0,30,2609.0,4.0,0.0,12.0,9.0,21.0,10.3,8.7,19.0,0.41,0.31,0.72,0.36,0.3,Leeds-United,EFL Championship
Manor Solomon,il ISR,FW,25.0,39.0,30,2589.0,3.0,0.0,10.0,12.0,22.0,8.1,12.0,20.1,0.35,0.42,0.76,0.28,0.42,Leeds-United,EFL Championship
Ethan Ampadu,wls WAL,"DF,MF",23.0,29.0,26,2285.0,7.0,0.0,0.0,0.0,0.0,0.6,1.5,2.0,0.0,0.0,0.0,0.02,0.06,Leeds-United,EFL Championship
Wilfried Gnonto,it ITA,FW,20.0,43.0,26,2276.0,5.0,0.0,9.0,6.0,15.0,8.3,5.7,13.9,0.36,0.24,0.59,0.33,0.22,Leeds-United,EFL Championship
Joe Rothwell,eng ENG,MF,29.0,36.0,24,2249.0,2.0,0.0,0.0,4.0,4.0,0.6,4.6,5.3,0.0,0.16,0.16,0.03,0.18,Leeds-United,EFL Championship
Ilia Gruev,bg BUL,MF,24.0,23.0,20,1699.0,3.0,0.0,0.0,2.0,2.0,1.3,2.4,3.8,0.0,0.11,0.11,0.07,0.13,Leeds-United,EFL Championship
Sam Byram,eng ENG,DF,30.0,36.0,16,1409.0,4.0,0.0,1.0,1.0,2.0,0.8,1.0,1.9,0.06,0.06,0.13,0.05,0.07,Leeds-United,EFL Championship
Mateo Joseph,es ESP,FW,20.0,39.0,11,1285.0,0.0,0.0,3.0,3.0,6.0,5.1,1.9,7.0,0.21,0.21,0.42,0.36,0.13,Leeds-United,EFL Championship
Largie Ramazani,be BEL,FW,23.0,29.0,7,797.0,2.0,0.0,6.0,2.0,8.0,4.7,1.4,6.1,0.68,0.23,0.9,0.53,0.16,Leeds-United,EFL Championship
Karl Darlow,wls WAL,GK,33.0,7.0,7,630.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United,EFL Championship
Maximilian Wöber,at AUT,DF,26.0,8.0,2,335.0,1.0,0.0,1.0,0.0,1.0,0.7,0.3,1.0,0.27,0.0,0.27,0.18,0.09,Leeds-United,EFL Championship
Georginio Rutter,fr FRA,"MF,FW",22.0,1.0,1,90.0,0.0,0.0,0.0,1.0,1.0,0.1,0.3,0.4,0.0,1.0,1.0,0.14,0.28,Leeds-United,EFL Championship
Patrick Bamford,eng ENG,FW,30.0,17.0,0,252.0,0.0,0.0,0.0,0.0,0.0,2.2,0.2,2.3,0.0,0.0,0.0,0.79,0.06,Leeds-United,EFL Championship
Isaac Schmidt,ch SUI,"FW,DF",24.0,12.0,0,78.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.5,0.0,0.0,0.0,0.2,0.37,Leeds-United,EFL Championship
Josuha Guilavogui,fr FRA,"MF,DF",33.0,16.0,0,65.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.12,0.1,Leeds-United,EFL Championship
Samuel Chambers,eng ENG,FW,16.0,1.0,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United,EFL Championship
Joe Gelhardt,eng ENG,"FW,MF",22.0,2.0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United,EFL Championship
Charlie Crew,wls WAL,MF,18.0,1.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,Leeds-United,EFL Championship
Harry Gray,eng ENG,MF,15.0,1.0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United,EFL Championship
James Debayo,eng ENG,DF,19.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United,EFL Championship
Mohamed Salah,eg EGY,FW,32.0,38.0,38,3371.0,1.0,0.0,29.0,18.0,47.0,25.2,14.2,32.4,0.77,0.48,1.25,0.67,0.38,Liverpool,English Premier League
Virgil van Dijk,nl NED,DF,33.0,37.0,37,3330.0,5.0,0.0,3.0,1.0,4.0,2.2,0.7,3.0,0.08,0.03,0.11,0.06,0.02,Liverpool,English Premier League
Ryan Gravenberch,nl NED,MF,22.0,37.0,37,3160.0,6.0,1.0,0.0,4.0,4.0,1.1,3.1,4.2,0.0,0.11,0.11,0.03,0.09,Liverpool,English Premier League
Alexis Mac Allister,ar ARG,MF,25.0,35.0,30,2599.0,6.0,0.0,5.0,5.0,10.0,2.8,4.7,7.5,0.17,0.17,0.35,0.1,0.16,Liverpool,English Premier League
Ibrahima Konaté,fr FRA,DF,25.0,31.0,30,2560.0,5.0,0.0,1.0,2.0,3.0,1.7,1.0,2.7,0.04,0.07,0.11,0.06,0.03,Liverpool,English Premier League
Dominik Szoboszlai,hu HUN,MF,23.0,36.0,29,2491.0,6.0,0.0,6.0,6.0,12.0,7.3,7.4,14.7,0.22,0.22,0.43,0.27,0.27,Liverpool,English Premier League
Andrew Robertson,sct SCO,DF,30.0,33.0,29,2482.0,3.0,1.0,0.0,1.0,1.0,1.2,4.6,5.8,0.0,0.04,0.04,0.04,0.17,Liverpool,English Premier League
Alisson,br BRA,GK,31.0,28.0,28,2508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.02,Liverpool,English Premier League
Luis Díaz,co COL,FW,27.0,36.0,28,2399.0,2.0,0.0,13.0,5.0,18.0,12.0,5.0,17.1,0.49,0.19,0.68,0.45,0.19,Liverpool,English Premier League
Trent Alexander-Arnold,eng ENG,DF,25.0,33.0,28,2365.0,5.0,0.0,3.0,6.0,9.0,1.9,7.3,9.2,0.11,0.23,0.34,0.07,0.28,Liverpool,English Premier League
Cody Gakpo,nl NED,FW,25.0,35.0,23,1935.0,5.0,0.0,10.0,4.0,14.0,7.1,4.4,11.5,0.47,0.19,0.65,0.33,0.2,Liverpool,English Premier League
Curtis Jones,eng ENG,"MF,DF",23.0,33.0,19,1712.0,3.0,1.0,3.0,3.0,6.0,4.3,1.1,5.4,0.16,0.16,0.32,0.23,0.06,Liverpool,English Premier League
Diogo Jota,pt POR,FW,27.0,26.0,14,1196.0,2.0,0.0,6.0,3.0,9.0,7.9,1.8,9.8,0.45,0.23,0.68,0.6,0.14,Liverpool,English Premier League
Caoimhín Kelleher,ie IRL,GK,25.0,10.0,10,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,English Premier League
Kostas Tsimikas,gr GRE,DF,28.0,18.0,9,837.0,2.0,0.0,0.0,1.0,1.0,0.4,2.1,2.5,0.0,0.11,0.11,0.04,0.23,Liverpool,English Premier League
Darwin Núñez,uy URU,FW,25.0,30.0,8,1133.0,8.0,0.0,5.0,2.0,7.0,5.8,1.3,7.1,0.4,0.16,0.56,0.46,0.1,Liverpool,English Premier League
Conor Bradley,nir NIR,DF,21.0,19.0,7,754.0,4.0,0.0,0.0,2.0,2.0,0.7,1.4,2.1,0.0,0.24,0.24,0.08,0.17,Liverpool,English Premier League
Joe Gomez,eng ENG,DF,27.0,9.0,6,519.0,1.0,0.0,0.0,0.0,0.0,0.3,0.1,0.4,0.0,0.0,0.0,0.06,0.02,Liverpool,English Premier League
Jarell Quansah,eng ENG,DF,21.0,13.0,4,495.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.02,0.02,Liverpool,English Premier League
Harvey Elliott,eng ENG,MF,21.0,18.0,2,371.0,1.0,0.0,1.0,2.0,3.0,1.8,1.1,2.8,0.24,0.49,0.73,0.43,0.26,Liverpool,English Premier League
Wataru Endo,jp JPN,"MF,DF",31.0,20.0,1,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.02,Liverpool,English Premier League
Federico Chiesa,it ITA,FW,26.0,6.0,1,108.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.0,0.0,0.28,0.15,Liverpool,English Premier League
Vitezslav Jaros,cz CZE,GK,23.0,1.0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,English Premier League
Jayden Danns,eng ENG,MF,18.0,1.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,English Premier League
Joško Gvardiol,hr CRO,DF,22.0,37.0,36,3277.0,2.0,0.0,5.0,0.0,5.0,4.6,2.1,6.3,0.14,0.0,0.14,0.13,0.06,Manchester-City,English Premier League
Erling Haaland,no NOR,FW,24.0,31.0,31,2736.0,2.0,0.0,22.0,3.0,25.0,22.0,3.0,21.8,0.72,0.1,0.82,0.72,0.1,Manchester-City,English Premier League
Bernardo Silva,pt POR,"MF,FW",29.0,33.0,29,2670.0,7.0,0.0,4.0,4.0,8.0,3.9,5.1,9.0,0.13,0.13,0.27,0.13,0.17,Manchester-City,English Premier League
Ederson,br BRA,GK,30.0,26.0,26,2320.0,4.0,0.0,0.0,4.0,4.0,0.0,1.5,1.5,0.0,0.16,0.16,0.0,0.06,Manchester-City,English Premier League
